Bin ID,Representative,Completeness,Contamination,Genome Size,Quality,Nr contigs,Classification,GTDBtk fastani Ref,16S rRNA,23S rRNA,5S rRNA,16S partial,23S partial,5S partial,Unique tRNAs,Total tRNAs,MIMAG,Sample,Original ID
SHD1_0911.fna.gz,No,98.26,0.4,2682661,high-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900550235,GCA_900550235.1,6.0,6.0,6.0,0.0,0.0,0.0,23,61,Yes,D027,ALL_multi_SemiBin_36_D027
SHD1_1919.fna.gz,No,98.68,3.55,2126680,high-quality,5,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900547415,GCA_900547415.1,7.0,6.0,6.0,0.0,0.0,0.0,22,64,Yes,D027,ALL_multi_SemiBin_39_D027
SHD1_0471.fna.gz,No,98.56,0.02,2664441,high-quality,7,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,GCF_004346095.1,6.0,6.0,6.0,0.0,0.0,0.0,24,61,Yes,D027,ALL_multi_SemiBin_40_D027
SHD1_2216.fna.gz,No,84.3,2.57,3007619,medium-quality,23,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,GCF_000154845.1,6.0,6.0,6.0,0.0,0.0,0.0,19,86,No,D027,ALL_multi_SemiBin_43_D027
SHD1_0642.fna.gz,No,99.92,0.46,3213823,high-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,,6.0,6.0,6.0,0.0,0.0,0.0,23,68,Yes,D027,ALL_multi_SemiBin_45_D027
SHD1_0125.fna.gz,No,99.98,0.07,3226663,high-quality,7,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335,GCA_000432335.1,5.0,5.0,3.0,0.0,0.0,2.0,23,73,Yes,D027,ALL_multi_SemiBin_46_D027
SHD1_2127.fna.gz,No,94.98,4.07,1825141,high-quality,11,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella porci_A,GCF_019052655.1,7.0,7.0,7.0,0.0,0.0,0.0,16,46,No,D027,ALL_multi_SemiBin_47_D027
SHD1_0705.fna.gz,No,98.6,0.26,2686379,high-quality,7,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum,GCF_900167005.1,6.0,6.0,6.0,0.0,0.0,0.0,21,78,Yes,D027,ALL_multi_SemiBin_54_D027
SHD1_2394.fna.gz,No,91.44,5.93,3033997,medium-quality,15,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900546645,GCA_900546645.1,5.0,5.0,5.0,0.0,0.0,0.0,22,87,No,D027,ALL_multi_SemiBin_63_D027
SHD1_2207.fna.gz,No,96.33,4.9,1946114,high-quality,8,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Aphodousia;s__,,7.0,7.0,7.0,0.0,0.0,0.0,23,59,Yes,D027,ALL_multi_SemiBin_66_D027
SHD1_1825.fna.gz,No,83.64,0.08,2768953,medium-quality,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__,,7.0,7.0,7.0,0.0,0.0,0.0,22,70,No,D027,ALL_multi_SemiBin_69_D027
SHD1_1678.fna.gz,No,91.67,1.01,2063276,high-quality,19,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Slackia_A;s__Slackia_A sp900555495,GCA_900555495.1,3.0,3.0,0.0,0.0,0.0,0.0,22,52,Yes,D027,ALL_multi_SemiBin_73_D027
SHD1_2173.fna.gz,No,93.84,4.13,2962799,high-quality,17,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625,GCF_001517625.2,6.0,6.0,0.0,0.0,0.0,0.0,22,64,Yes,D027,ALL_multi_SemiBin_76_D027
SHD1_2443.fna.gz,No,86.53,5.57,2257218,medium-quality,6,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter hiranonis,GCF_008151785.1,5.0,5.0,5.0,0.0,0.0,0.0,8,11,No,D027,ALL_multi_SemiBin_82_D027
SHD1_2667.fna.gz,No,71.05,9.83,3998581,medium-quality,53,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens,GCF_000482845.1,6.0,5.0,5.0,0.0,1.0,0.0,19,58,No,D027,ALL_multi_SemiBin_86_D027
SHD1_2620.fna.gz,No,64.71,4.82,1703823,medium-quality,8,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900550335,GCA_900550335.1,7.0,7.0,7.0,0.0,0.0,0.0,23,82,No,D027,ALL_multi_SemiBin_95_D027
SHD1_0766.fna.gz,No,97.36,0.07,1652733,high-quality,2,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp019416865,GCA_019416865.1,6.0,5.0,0.0,0.0,1.0,1.0,22,51,Yes,D028,10G_20G_SemiBin_10_D028
SHD1_0567.fna.gz,No,99.84,0.36,3726732,high-quality,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus,GCF_000157915.1,7.0,7.0,7.0,0.0,0.0,0.0,22,95,Yes,D028,10G_20G_SemiBin_2_D028
SHD1_1670.fna.gz,No,93.16,1.25,2179734,high-quality,26,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900545035,GCA_900545035.1,3.0,3.0,0.0,0.0,0.0,0.0,23,50,Yes,D028,10G_20G_SemiBin_28_D028
SHD1_2609.fna.gz,No,72.59,5.95,1605830,medium-quality,14,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium_C,GCA_021531615.1,4.0,4.0,4.0,0.0,0.0,0.0,22,51,No,D028,10G_20G_SemiBin_31_D028
SHD1_0064.fna.gz,No,99.83,0.0,3515633,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius,GCF_000187895.1,6.0,6.0,6.0,0.0,0.0,0.0,23,90,Yes,D028,ALL_LR_SemiBin_0_D028
SHD1_0266.fna.gz,No,99.61,0.08,3540229,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola,GCF_000154845.1,6.0,6.0,6.0,0.0,0.0,0.0,22,93,Yes,D028,ALL_LR_SemiBin_1_D028
SHD1_1193.fna.gz,No,99.99,1.21,2707221,high-quality,8,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella wadsworthensis_A,GCF_000297775.1,8.0,7.0,1.0,1.0,1.0,0.0,23,69,Yes,D028,ALL_LR_SemiBin_10_D028
SHD1_1292.fna.gz,No,99.09,1.24,2744152,high-quality,3,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella sp905186105,GCA_905186105.1,7.0,6.0,0.0,1.0,0.0,0.0,23,69,Yes,D028,ALL_LR_SemiBin_11_D028
SHD1_0427.fna.gz,No,99.99,0.27,3655244,high-quality,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005,GCA_900766005.1,10.0,10.0,10.0,0.0,0.0,0.0,22,79,Yes,D028,ALL_LR_SemiBin_12_D028
SHD1_0758.fna.gz,No,99.34,0.46,1910853,high-quality,2,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis,GCF_000156175.1,4.0,4.0,4.0,0.0,0.0,0.0,22,53,Yes,D028,ALL_LR_SemiBin_13_D028
SHD1_1480.fna.gz,No,99.86,1.88,3443618,high-quality,11,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B,GCF_009494135.1,5.0,5.0,5.0,0.0,0.0,0.0,22,59,Yes,D028,ALL_LR_SemiBin_15_D028
SHD1_1404.fna.gz,No,91.82,0.09,2569891,high-quality,16,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,GCF_008121495.1,,,,,,,18,41,No,D028,ALL_LR_SemiBin_18_D028
SHD1_1849.fna.gz,No,85.7,0.58,3614107,medium-quality,108,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum succiniciproducens,GCF_000482845.1,4.0,4.0,5.0,0.0,0.0,0.0,22,68,No,D028,ALL_LR_SemiBin_22_D028
SHD1_1068.fna.gz,No,98.24,0.62,2190964,high-quality,5,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus dolichus,GCF_000154285.1,4.0,3.0,0.0,0.0,1.0,4.0,22,40,Yes,D028,ALL_LR_SemiBin_3_D028
SHD1_2122.fna.gz,No,87.23,2.5,3025360,medium-quality,25,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella glycyrrhizinilytica_A,GCF_015560805.1,1.0,1.0,1.0,0.0,0.0,0.0,21,51,No,D028,ALL_LR_SemiBin_32_D028
SHD1_0139.fna.gz,No,99.78,0.04,2303830,high-quality,2,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465,GCA_900541465.1,6.0,6.0,7.0,0.0,0.0,0.0,23,56,Yes,D028,ALL_LR_SemiBin_4_D028
SHD1_0396.fna.gz,No,100.0,0.25,2440827,high-quality,5,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,4.0,4.0,4.0,0.0,0.0,0.0,23,52,Yes,D028,ALL_LR_SemiBin_5_D028
SHD1_0509.fna.gz,No,99.7,0.28,2475720,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A,GCA_018369555.1,8.0,8.0,0.0,0.0,0.0,8.0,22,59,Yes,D028,ALL_LR_SemiBin_6_D028
SHD1_0505.fna.gz,No,99.91,0.32,2572192,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455,GCA_900540455.1,6.0,6.0,6.0,0.0,0.0,0.0,23,67,Yes,D028,ALL_LR_SemiBin_8_D028
SHD1_1078.fna.gz,No,99.95,0.98,2609255,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900539645,GCA_900539645.1,11.0,11.0,11.0,0.0,0.0,0.0,24,89,Yes,D028,ALL_LR_SemiBin_9_D028
SHD1_1576.fna.gz,No,95.44,1.35,2646386,high-quality,11,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale,GCF_010537335.1,4.0,3.0,0.0,0.0,3.0,6.0,17,50,No,D028,ALL_SR_SemiBin_16_D028
SHD1_2045.fna.gz,No,86.25,1.74,3452409,medium-quality,22,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris,GCA_025147325.1,7.0,2.0,2.0,0.0,0.0,0.0,23,68,No,D028,ALL_SR_SemiBin_17_D028
SHD1_0805.fna.gz,No,99.84,0.6,2702844,high-quality,10,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii,GCF_002222595.2,5.0,5.0,0.0,0.0,0.0,0.0,22,57,Yes,D028,ALL_SR_SemiBin_18_D028
SHD1_0040.fna.gz,Yes,99.99,0.02,4394622,high-quality,11,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,GCF_002900365.1,4.0,4.0,4.0,0.0,0.0,0.0,23,80,Yes,D028,ALL_SR_SemiBin_20_D028
SHD1_0541.fna.gz,No,99.65,0.3,4615969,high-quality,39,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,GCF_003697165.2,4.0,4.0,5.0,0.0,0.0,0.0,24,85,Yes,D028,ALL_SR_SemiBin_23_D028
SHD1_0620.fna.gz,No,98.74,0.2,3281615,high-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195,GCA_902363515.1,4.0,5.0,1.0,0.0,0.0,0.0,23,52,Yes,D028,ALL_SR_SemiBin_26_D028
SHD1_1951.fna.gz,No,84.44,0.83,3013476,medium-quality,21,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900542985,GCA_900542985.1,4.0,4.0,4.0,0.0,0.0,0.0,21,77,No,D028,ALL_SR_SemiBin_33_D028
SHD1_0275.fna.gz,No,99.83,0.13,2501475,high-quality,15,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum_C,GCA_018366195.1,2.0,5.0,5.0,2.0,1.0,0.0,23,80,Yes,D028,ALL_SR_SemiBin_7_D028
SHD1_0140.fna.gz,No,99.98,0.08,2986428,high-quality,9,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas umbilicata,GCF_004346095.1,6.0,6.0,6.0,0.0,0.0,0.0,23,59,Yes,D028,ALL_multi_SemiBin_18_D028
SHD1_1889.fna.gz,No,99.97,3.67,3538062,high-quality,27,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555,GCA_900556555.1,6.0,6.0,0.0,0.0,0.0,1.0,23,85,Yes,D028,ALL_multi_SemiBin_20_sub_D028
SHD1_1442.fna.gz,No,97.15,1.25,3073549,high-quality,20,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp001517625,GCF_001517625.2,6.0,6.0,0.0,0.0,0.0,0.0,21,65,Yes,D028,ALL_multi_SemiBin_22_D028
SHD1_2041.fna.gz,No,99.03,4.27,3057461,high-quality,10,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900539715,GCA_900539715.1,4.0,4.0,0.0,0.0,0.0,0.0,22,59,Yes,D028,ALL_multi_SemiBin_24_D028
SHD1_1173.fna.gz,No,94.49,0.07,3225072,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__,,5.0,5.0,5.0,0.0,0.0,0.0,22,67,Yes,D028,ALL_multi_SemiBin_25_D028
SHD1_0577.fna.gz,No,98.59,0.12,2838226,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp000435655,GCA_018223375.1,4.0,4.0,0.0,0.0,0.0,0.0,24,64,Yes,D028,ALL_multi_SemiBin_28_D028
SHD1_0506.fna.gz,No,99.66,0.27,3000183,high-quality,11,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis,GCF_900104635.1,4.0,4.0,0.0,0.0,0.0,0.0,23,63,Yes,D028,ALL_multi_SemiBin_29_D028
SHD1_1498.fna.gz,No,95.65,1.1,2882924,high-quality,23,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900541345,GCA_900541345.1,6.0,5.0,5.0,0.0,0.0,0.0,23,54,Yes,D028,ALL_multi_SemiBin_30_D028
SHD1_2159.fna.gz,No,93.36,3.93,3034709,high-quality,21,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475,GCA_900538475.1,5.0,5.0,5.0,0.0,0.0,0.0,23,64,Yes,D028,ALL_multi_SemiBin_32_D028
SHD1_1945.fna.gz,No,86.95,1.32,1874466,medium-quality,15,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__MGBC140090;s__,,4.0,4.0,0.0,0.0,0.0,4.0,22,46,No,D028,ALL_multi_SemiBin_37_D028
SHD1_2399.fna.gz,No,81.58,4.01,1987253,medium-quality,28,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900551895,GCA_900551895.1,3.0,3.0,1.0,0.0,0.0,0.0,22,58,No,D028,ALL_multi_SemiBin_38_D028
SHD1_2532.fna.gz,No,61.4,2.07,2023919,medium-quality,65,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__,,,,,,,,19,33,No,D028,ALL_multi_SemiBin_39_D028
SHD1_1530.fna.gz,No,99.98,2.09,4485987,high-quality,29,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,GCF_000012825.1,7.0,7.0,7.0,0.0,0.0,0.0,22,76,Yes,D028,ALL_multi_SemiBin_7_D028
SHD1_1233.fna.gz,No,97.61,0.8,3119126,high-quality,5,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp000435795,GCA_014385265.1,5.0,5.0,5.0,0.0,0.0,0.0,24,66,Yes,D029,10G_20G_SemiBin_20_D029
SHD1_2490.fna.gz,No,54.71,0.09,1760957,medium-quality,11,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900543175,GCA_900543175.1,2.0,2.0,2.0,0.0,0.0,0.0,14,23,No,D029,10G_20G_SemiBin_71_D029
SHD1_2655.fna.gz,No,53.34,4.91,1014155,medium-quality,13,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465,GCA_900541465.1,1.0,1.0,1.0,0.0,0.0,1.0,15,27,No,D029,10G_20G_SemiBin_86_D029
SHD1_1603.fna.gz,No,95.93,1.54,2093920,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__,,4.0,4.0,4.0,0.0,0.0,0.0,23,62,Yes,D029,ALL_LR_SemiBin_0_D029
SHD1_0782.fna.gz,No,99.85,0.58,2489293,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis_A,GCA_018369555.1,8.0,8.0,0.0,0.0,0.0,8.0,22,59,Yes,D029,ALL_LR_SemiBin_1_D029
SHD1_0349.fna.gz,No,100.0,0.21,2219990,high-quality,1,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900552855,GCA_900552855.1,5.0,5.0,5.0,0.0,0.0,0.0,23,66,Yes,D029,ALL_LR_SemiBin_10_D029
SHD1_0751.fna.gz,No,99.41,0.47,2262916,high-quality,3,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Beduini;s__Beduini sp018365815,GCA_018365815.1,8.0,8.0,0.0,0.0,0.0,0.0,22,64,Yes,D029,ALL_LR_SemiBin_11_D029
SHD1_0269.fna.gz,No,100.0,0.16,2372188,high-quality,1,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis,GCF_010669225.1,6.0,6.0,6.0,0.0,0.0,0.0,23,54,Yes,D029,ALL_LR_SemiBin_12_D029
SHD1_1299.fna.gz,No,95.96,0.64,2478799,high-quality,12,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum,GCF_900167005.1,5.0,5.0,5.0,0.0,0.0,0.0,21,72,Yes,D029,ALL_LR_SemiBin_13_D029
SHD1_0998.fna.gz,No,99.96,0.85,2538173,high-quality,1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella wadsworthensis_A,GCF_000297775.1,9.0,8.0,1.0,0.0,1.0,0.0,23,69,Yes,D029,ALL_LR_SemiBin_14_D029
SHD1_1375.fna.gz,No,96.15,0.86,2547960,high-quality,4,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale,GCF_010537335.1,6.0,6.0,0.0,0.0,0.0,6.0,22,64,Yes,D029,ALL_LR_SemiBin_15_D029
SHD1_1369.fna.gz,No,99.94,1.59,2593845,high-quality,1,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis,GCF_003024685.1,9.0,9.0,0.0,0.0,0.0,9.0,23,67,Yes,D029,ALL_LR_SemiBin_16_D029
SHD1_0292.fna.gz,No,99.97,0.17,2652250,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455,GCA_900540455.1,6.0,6.0,6.0,0.0,0.0,0.0,24,84,Yes,D029,ALL_LR_SemiBin_17_D029
SHD1_1531.fna.gz,No,89.48,0.0,2653052,medium-quality,2,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAJMNU01;s__CAJMNU01 sp905214855,GCA_905214855.1,5.0,5.0,0.0,0.0,0.0,0.0,22,63,No,D029,ALL_LR_SemiBin_18_D029
SHD1_1215.fna.gz,No,99.65,1.17,2690106,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter hiranonis,GCF_008151785.1,11.0,11.0,11.0,0.0,0.0,0.0,24,92,Yes,D029,ALL_LR_SemiBin_19_D029
SHD1_0744.fna.gz,No,98.38,0.26,3206727,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis,GCF_004345265.1,5.0,5.0,6.0,0.0,0.0,0.0,23,78,Yes,D029,ALL_LR_SemiBin_2_D029
SHD1_0180.fna.gz,Yes,99.65,0.04,2800326,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__JAGZHZ01;s__,,5.0,5.0,4.0,0.0,0.0,0.0,22,62,Yes,D029,ALL_LR_SemiBin_20_D029
SHD1_0336.fna.gz,No,99.74,0.15,2852079,high-quality,3,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__,,9.0,9.0,9.0,0.0,0.0,0.0,23,80,Yes,D029,ALL_LR_SemiBin_21_D029
SHD1_1217.fna.gz,No,94.59,0.16,2997139,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp900538475,GCA_900538475.1,6.0,6.0,6.0,0.0,0.0,0.0,23,66,Yes,D029,ALL_LR_SemiBin_22_D029
SHD1_0052.fna.gz,No,99.95,0.02,3453372,high-quality,2,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005,GCA_900766005.1,10.0,10.0,10.0,0.0,0.0,0.0,22,79,Yes,D029,ALL_LR_SemiBin_23_D029
SHD1_0235.fna.gz,Yes,99.8,0.1,3609312,high-quality,1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900544075,GCA_900544075.1,7.0,7.0,7.0,0.0,0.0,0.0,23,90,Yes,D029,ALL_LR_SemiBin_24_D029
SHD1_1701.fna.gz,No,95.15,1.82,4132751,high-quality,18,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125,GCF_023050945.1,9.0,9.0,10.0,0.0,0.0,0.0,22,73,Yes,D029,ALL_LR_SemiBin_25_D029
SHD1_1251.fna.gz,No,99.45,1.23,2491250,high-quality,14,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__,,4.0,4.0,4.0,0.0,0.0,0.0,21,62,Yes,D029,ALL_LR_SemiBin_27_D029
SHD1_0447.fna.gz,No,100.0,0.29,3240564,high-quality,1,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens,GCF_000013285.1,10.0,10.0,10.0,0.0,0.0,0.0,23,94,Yes,D029,ALL_LR_SemiBin_3_D029
